facilityCode,name,legalName,providerType,facilityCategory,levelOfCare,ownership,tier,contractStatus,medicalChainRole,largeInstitutionFlag,servicesOffered,acceptsInsurance,insurersAccepted,insuranceEvidence,sourceClass,sourceNotes,region,district,county,subcounty,address,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,phone,email,contactPerson,paymentTermDays,creditLimitUGX,contractStartDate,contractEndDate,contractNotes,licenceNumber,registrationNumber,facilityLevel,smartProviderId,slade360ProviderId
UG-FAC-02671-FAMILY-WAKISO-REHABILITATION-CENTR,Family Wakiso Rehabilitation Centre 2670,Family Wakiso Rehabilitation Centre 2670 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|Prudential|UAP Old Mutual,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Wakiso,Wakiso,Wakiso Central,"Wakiso Central, Wakiso, Uganda",0.412289,32.478732,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671143730,billing.2671@family.wakiso.rehabilitation.centre.2670.test.ug,Provider Relations 2671,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002671,UG-REG-TEST-002671,Specialty Outpatient,SMART-UG-02671,SLADE-UG-02671
UG-FAC-02672-BRIDGE-BUKEDEA-REHABILITATION-CENT,Bridge Bukedea Rehabilitation Centre 2671,Bridge Bukedea Rehabilitation Centre 2671 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,ICEA|Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Bukedea,Bukedea,Bukedea Market Ward,"Bukedea Market Ward, Bukedea, Uganda",1.307851,34.037936,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671151649,billing.2672@bridge.bukedea.rehabilitation.centre.2671.test.ug,Provider Relations 2672,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002672,UG-REG-TEST-002672,Specialty Outpatient,SMART-UG-02672,SLADE-UG-02672
UG-FAC-02673-TRUST-KAMPALA-REHABILITATION-CENTR,Trust Kampala Rehabilitation Centre 2672,Trust Kampala Rehabilitation Centre 2672 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private not for profit,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,APA|Sanlam|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kampala,Kampala,Kampala North,"Kampala North, Kampala, Uganda",0.363101,32.595062,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671159568,billing.2673@trust.kampala.rehabilitation.centre.2672.test.ug,Provider Relations 2673,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002673,UG-REG-TEST-002673,Specialty Outpatient,SMART-UG-02673,SLADE-UG-02673
UG-FAC-02674-ST-MARY-S-IGANGA-REHABILITATION-CE,St. Mary's Iganga Rehabilitation Centre 2673,St. Mary's Iganga Rehabilitation Centre 2673,REHABILITATION,Counselling Center,Specialty Outpatient,Government,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam|Medical Concierge|APA|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Iganga,Iganga,Iganga West,"Iganga West, Iganga, Uganda",0.585365,33.432796,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671167487,billing.2674@st.mary.s.iganga.rehabilitation.centre.267.test.ug,Provider Relations 2674,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002674,,Specialty Outpatient,SMART-UG-02674,SLADE-UG-02674
UG-FAC-02675-UNITY-PALLISA-REHABILITATION-CENTR,Unity Pallisa Rehabilitation Centre 2674,Unity Pallisa Rehabilitation Centre 2674 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|Medical Concierge|Britam|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Pallisa,Pallisa,Pallisa Municipal,"Pallisa Municipal, Pallisa, Uganda",1.107439,33.668538,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671175406,billing.2675@unity.pallisa.rehabilitation.centre.2674.test.ug,Provider Relations 2675,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002675,UG-REG-TEST-002675,Specialty Outpatient,SMART-UG-02675,SLADE-UG-02675
UG-FAC-02676-METRO-APAC-REHABILITATION-CENTRE-2,Metro Apac Rehabilitation Centre 2675,Metro Apac Rehabilitation Centre 2675 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,APA|Medical Concierge|Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Apac,Apac,Apac Mission Ward,"Apac Mission Ward, Apac, Uganda",1.981396,32.498787,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671183325,billing.2676@metro.apac.rehabilitation.centre.2675.test.ug,Provider Relations 2676,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002676,UG-REG-TEST-002676,Specialty Outpatient,SMART-UG-02676,SLADE-UG-02676
UG-FAC-02677-NILE-KANUNGU-REHABILITATION-CENTRE,Nile Kanungu Rehabilitation Centre 2676,Nile Kanungu Rehabilitation Centre 2676,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kanungu,Kanungu,Kanungu Municipal,"Kanungu Municipal, Kanungu, Uganda",-0.974476,29.746752,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671191244,billing.2677@nile.kanungu.rehabilitation.centre.2676.test.ug,Provider Relations 2677,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002677,,Specialty Outpatient,SMART-UG-02677,SLADE-UG-02677
UG-FAC-02678-FRONTIER-GULU-REHABILITATION-CENTR,Frontier Gulu Rehabilitation Centre 2677,Frontier Gulu Rehabilitation Centre 2677 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,GA Insurance|Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Gulu,Gulu,Gulu Central,"Gulu Central, Gulu, Uganda",2.809739,32.279451,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671199163,billing.2678@frontier.gulu.rehabilitation.centre.2677.test.ug,Provider Relations 2678,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002678,UG-REG-TEST-002678,Specialty Outpatient,SMART-UG-02678,SLADE-UG-02678
UG-FAC-02679-CARE-TORORO-REHABILITATION-CENTRE-,Care Tororo Rehabilitation Centre 2678,Care Tororo Rehabilitation Centre 2678 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam|Medical Concierge|GA Insurance|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Tororo,Tororo,Tororo Market Ward,"Tororo Market Ward, Tororo, Uganda",0.67926,34.138424,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671207082,billing.2679@care.tororo.rehabilitation.centre.2678.test.ug,Provider Relations 2679,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002679,UG-REG-TEST-002679,Specialty Outpatient,SMART-UG-02679,SLADE-UG-02679
UG-FAC-02680-UNITY-ARUA-REHABILITATION-CENTRE-2,Unity Arua Rehabilitation Centre 2679,Unity Arua Rehabilitation Centre 2679 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam|Medical Concierge|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Arua,Arua,Arua Industrial Area,"Arua Industrial Area, Arua, Uganda",3.018334,30.893447,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671215001,billing.2680@unity.arua.rehabilitation.centre.2679.test.ug,Provider Relations 2680,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002680,UG-REG-TEST-002680,Specialty Outpatient,SMART-UG-02680,SLADE-UG-02680
UG-FAC-02681-METRO-PADER-REHABILITATION-CENTRE-,Metro Pader Rehabilitation Centre 2680,Metro Pader Rehabilitation Centre 2680 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,ICEA|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Pader,Pader,Pader West,"Pader West, Pader, Uganda",2.843958,33.043395,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671222920,billing.2681@metro.pader.rehabilitation.centre.2680.test.ug,Provider Relations 2681,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002681,UG-REG-TEST-002681,Specialty Outpatient,SMART-UG-02681,SLADE-UG-02681
UG-FAC-02682-VICTORIA-GULU-REHABILITATION-CENTR,Victoria Gulu Rehabilitation Centre 2681,Victoria Gulu Rehabilitation Centre 2681 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,ICEA|Liberty|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Gulu,Gulu,Gulu Town Council,"Gulu Town Council, Gulu, Uganda",2.758447,32.317898,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671230839,billing.2682@victoria.gulu.rehabilitation.centre.2681.test.ug,Provider Relations 2682,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002682,UG-REG-TEST-002682,Specialty Outpatient,SMART-UG-02682,SLADE-UG-02682
UG-FAC-02683-CARE-KOTIDO-REHABILITATION-CENTRE-,Care Kotido Rehabilitation Centre 2682,Care Kotido Rehabilitation Centre 2682 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private not for profit,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam|Prudential|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Kotido,Kotido,Kotido Municipal,"Kotido Municipal, Kotido, Uganda",2.968408,34.100728,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671238758,billing.2683@care.kotido.rehabilitation.centre.2682.test.ug,Provider Relations 2683,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002683,UG-REG-TEST-002683,Specialty Outpatient,SMART-UG-02683,SLADE-UG-02683
UG-FAC-02684-UNITY-KITGUM-REHABILITATION-CENTRE,Unity Kitgum Rehabilitation Centre 2683,Unity Kitgum Rehabilitation Centre 2683 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam|AAR|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Kitgum,Kitgum,Kitgum Central,"Kitgum Central, Kitgum, Uganda",3.254587,32.899142,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671246677,billing.2684@unity.kitgum.rehabilitation.centre.2683.test.ug,Provider Relations 2684,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002684,UG-REG-TEST-002684,Specialty Outpatient,SMART-UG-02684,SLADE-UG-02684
UG-FAC-02685-METRO-NTUNGAMO-REHABILITATION-CENT,Metro Ntungamo Rehabilitation Centre 2684,Metro Ntungamo Rehabilitation Centre 2684 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private not for profit,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,UAP Old Mutual|Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Ntungamo,Ntungamo,Ntungamo Mission Ward,"Ntungamo Mission Ward, Ntungamo, Uganda",-0.849942,30.278014,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671254596,billing.2685@metro.ntungamo.rehabilitation.centre.2684.test.ug,Provider Relations 2685,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002685,UG-REG-TEST-002685,Specialty Outpatient,SMART-UG-02685,SLADE-UG-02685
UG-FAC-02686-PRIME-APAC-REHABILITATION-CENTRE-2,Prime Apac Rehabilitation Centre 2685,Prime Apac Rehabilitation Centre 2685,REHABILITATION,Counselling Center,Specialty Outpatient,Government,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam|Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Apac,Apac,Apac Industrial Area,"Apac Industrial Area, Apac, Uganda",1.957853,32.551111,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671262515,billing.2686@prime.apac.rehabilitation.centre.2685.test.ug,Provider Relations 2686,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002686,,Specialty Outpatient,SMART-UG-02686,SLADE-UG-02686
UG-FAC-02687-SUNRISE-KAGADI-REHABILITATION-CENT,Sunrise Kagadi Rehabilitation Centre 2686,Sunrise Kagadi Rehabilitation Centre 2686 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,APA|Sanlam|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kagadi,Kagadi,Kagadi North,"Kagadi North, Kagadi, Uganda",0.950746,30.774808,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671270434,billing.2687@sunrise.kagadi.rehabilitation.centre.2686.test.ug,Provider Relations 2687,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002687,UG-REG-TEST-002687,Specialty Outpatient,SMART-UG-02687,SLADE-UG-02687
UG-FAC-02688-NILE-NTUNGAMO-REHABILITATION-CENTR,Nile Ntungamo Rehabilitation Centre 2687,Nile Ntungamo Rehabilitation Centre 2687 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Liberty|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Ntungamo,Ntungamo,Ntungamo Mission Ward,"Ntungamo Mission Ward, Ntungamo, Uganda",-0.864613,30.245139,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671278353,billing.2688@nile.ntungamo.rehabilitation.centre.2687.test.ug,Provider Relations 2688,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002688,UG-REG-TEST-002688,Specialty Outpatient,SMART-UG-02688,SLADE-UG-02688
UG-FAC-02689-NILE-MPIGI-REHABILITATION-CENTRE-2,Nile Mpigi Rehabilitation Centre 2688,Nile Mpigi Rehabilitation Centre 2688 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mpigi,Mpigi,Mpigi South,"Mpigi South, Mpigi, Uganda",0.227342,32.289603,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671286272,billing.2689@nile.mpigi.rehabilitation.centre.2688.test.ug,Provider Relations 2689,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002689,UG-REG-TEST-002689,Specialty Outpatient,SMART-UG-02689,SLADE-UG-02689
UG-FAC-02690-GRACE-KASESE-REHABILITATION-CENTRE,Grace Kasese Rehabilitation Centre 2689,Grace Kasese Rehabilitation Centre 2689 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,UAP Old Mutual|Liberty|Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kasese,Kasese,Kasese West,"Kasese West, Kasese, Uganda",0.193233,30.096255,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671294191,billing.2690@grace.kasese.rehabilitation.centre.2689.test.ug,Provider Relations 2690,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002690,UG-REG-TEST-002690,Specialty Outpatient,SMART-UG-02690,SLADE-UG-02690
UG-FAC-02691-SUNRISE-ARUA-REHABILITATION-CENTRE,Sunrise Arua Rehabilitation Centre 2690,Sunrise Arua Rehabilitation Centre 2690 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam|Liberty|Sanlam|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Arua,Arua,Arua Hill View,"Arua Hill View, Arua, Uganda",2.989171,30.897051,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671302110,billing.2691@sunrise.arua.rehabilitation.centre.2690.test.ug,Provider Relations 2691,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002691,UG-REG-TEST-002691,Specialty Outpatient,SMART-UG-02691,SLADE-UG-02691
UG-FAC-02692-ST-LUKE-S-KISORO-REHABILITATION-CE,St. Luke's Kisoro Rehabilitation Centre 2691,St. Luke's Kisoro Rehabilitation Centre 2691,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Liberty|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kisoro,Kisoro,Kisoro Industrial Area,"Kisoro Industrial Area, Kisoro, Uganda",-1.291875,29.715707,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671310029,billing.2692@st.luke.s.kisoro.rehabilitation.centre.269.test.ug,Provider Relations 2692,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002692,,Specialty Outpatient,SMART-UG-02692,SLADE-UG-02692
UG-FAC-02693-TRUST-KUMI-REHABILITATION-CENTRE-2,Trust Kumi Rehabilitation Centre 2692,Trust Kumi Rehabilitation Centre 2692 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,UAP Old Mutual|Liberty|Prudential|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Kumi,Kumi,Kumi Hill View,"Kumi Hill View, Kumi, Uganda",1.459052,33.967526,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671317948,billing.2693@trust.kumi.rehabilitation.centre.2692.test.ug,Provider Relations 2693,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002693,UG-REG-TEST-002693,Specialty Outpatient,SMART-UG-02693,SLADE-UG-02693
UG-FAC-02694-HOPE-WAKISO-REHABILITATION-CENTRE-,Hope Wakiso Rehabilitation Centre 2693,Hope Wakiso Rehabilitation Centre 2693 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Wakiso,Wakiso,Wakiso Municipal,"Wakiso Municipal, Wakiso, Uganda",0.400315,32.479713,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671325867,billing.2694@hope.wakiso.rehabilitation.centre.2693.test.ug,Provider Relations 2694,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002694,UG-REG-TEST-002694,Specialty Outpatient,SMART-UG-02694,SLADE-UG-02694
